"ARO"	"ARO_name"	"resistance_to_drug_classes"	"confers_resistance_to"	"resistance_to_drug_classes_names"	"confers_resistance_to_names"
"ARO:3003561"	"SED-1"	"ARO:0000032,ARO:3000008"	"ARO:0000063,ARO:0000064,ARO:0000078,ARO:3000704,ARO:3003832"	"cephalosporin,penicillin beta-lactam"	"cefuroxime,amoxicillin,piperacillin,cefalotin,ticarcillin"
"ARO:3003562"	"blaF"	"ARO:3000008"	"ARO:0000064"	"penicillin beta-lactam"	"amoxicillin"
"ARO:3003563"	"RCP-1"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3003564"	"EXO-1"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3003565"	"R39"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3003573"	"LpxA"	"ARO:3000053"	"ARO:3000622,ARO:3000624"	"peptide antibiotic"	"colistin A,colistin B"
"ARO:3003574"	"LpxC"	"ARO:3000053"	"ARO:3000622,ARO:3000624"	"peptide antibiotic"	"colistin A,colistin B"
"ARO:3003575"	"LpxD"	"ARO:3000053"	"ARO:3000622,ARO:3000624"	"peptide antibiotic"	"colistin A,colistin B"
"ARO:3003576"	"eptA"	"ARO:3000053"	"ARO:3000454"	"peptide antibiotic"	"polymyxin B"
"ARO:3003577"	"ugd"	"ARO:3000053"	"ARO:3000454"	"peptide antibiotic"	"polymyxin B"
"ARO:3003578"	"PmrF"	"ARO:3000053"	"ARO:3000454"	"peptide antibiotic"	"polymyxin B"
"ARO:3003582"	"basR"	"ARO:3000053"	"ARO:3000454"	"peptide antibiotic"	"polymyxin B"
"ARO:3003583"	"basS"	"ARO:3000053"	"ARO:3000454"	"peptide antibiotic"	"polymyxin B"
"ARO:3003585"	"Klebsiella mutant PhoP conferring antibiotic resistance to colistin"	"ARO:0000000,ARO:3000053"	"ARO:0000006,ARO:3000454,ARO:3000622,ARO:3000624"	"macrolide antibiotic,peptide antibiotic"	"erythromycin,polymyxin B,colistin A,colistin B"
"ARO:3003589"	"NmcA"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:0000008,ARO:0000058,ARO:3000637"	"carbapenem,cephalosporin,penicillin beta-lactam"	"cefoxitin,cefazolin,ampicillin"
"ARO:3003590"	"SHV-190"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3003591"	"SHV-191"	"ARO:0000032,ARO:3000008"	"ARO:"	"cephalosporin,penicillin beta-lactam"	""
"ARO:3003593"	"OXA-437"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003594"	"OXA-438"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003595"	"OXA-439"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003596"	"OXA-440"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003597"	"OXA-441"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003598"	"OXA-442"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003599"	"OXA-443"	"ARO:0000032,ARO:3000008"	"ARO:0000056"	"cephalosporin,penicillin beta-lactam"	"oxacillin"
"ARO:3003600"	"OXA-444"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003602"	"OXA-446"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003603"	"OXA-447"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003604"	"OXA-448"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003605"	"OXA-449"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003606"	"OXA-450"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003607"	"OXA-451"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003608"	"OXA-452"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003609"	"OXA-453"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003610"	"OXA-454"	"ARO:0000032,ARO:3000008"	"ARO:0000056"	"cephalosporin,penicillin beta-lactam"	"oxacillin"
"ARO:3003611"	"OXA-455"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003613"	"OXA-457"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003614"	"OXA-458"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003615"	"OXA-459"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003616"	"OXA-460"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003617"	"OXA-461"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003620"	"OXA-464"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003621"	"OXA-465"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003622"	"OXA-466"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003626"	"OXA-470"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003627"	"OXA-471"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003628"	"OXA-472"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003629"	"OXA-473"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003631"	"OXA-474"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003632"	"OXA-475"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003633"	"OXA-476"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003634"	"OXA-477"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003635"	"OXA-478"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003636"	"OXA-479"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003637"	"OXA-480"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003638"	"OXA-481"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003639"	"OXA-482"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003640"	"OXA-483"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003641"	"OXA-484"	"ARO:0000020,ARO:3000008"	"ARO:0000056"	"carbapenem,penicillin beta-lactam"	"oxacillin"
"ARO:3003642"	"OXA-485"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003643"	"OXA-486"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003645"	"OXA-488"	"ARO:3000008"	"ARO:0000056"	"penicillin beta-lactam"	"oxacillin"
"ARO:3003646"	"CTX-M-162"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3003647"	"CTX-M-163"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3003648"	"CTX-M-164"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3003649"	"CTX-M-165"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3003650"	"CTX-M-166"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3003652"	"CMY-132"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3003653"	"CMY-133"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3003654"	"CMY-134"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3003655"	"ACT-38"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:"	"carbapenem,cephalosporin,penicillin beta-lactam"	""
"ARO:3003657"	"IMP-49"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:"	"carbapenem,cephalosporin,penicillin beta-lactam"	""
"ARO:3003659"	"IMP-51"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:"	"carbapenem,cephalosporin,penicillin beta-lactam"	""
"ARO:3003660"	"VIM-44"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:"	"carbapenem,cephalosporin,penicillin beta-lactam"	""
"ARO:3003661"	"VIM-45"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:"	"carbapenem,cephalosporin,penicillin beta-lactam"	""
"ARO:3003662"	"VIM-46"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:"	"carbapenem,cephalosporin,penicillin beta-lactam"	""
"ARO:3003663"	"NDM-15"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:"	"carbapenem,cephalosporin,penicillin beta-lactam"	""
"ARO:3003664"	"NDM-16a"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:"	"carbapenem,cephalosporin,penicillin beta-lactam"	""
"ARO:3003665"	"NmcR"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:0000008,ARO:0000058,ARO:3000637"	"carbapenem,cephalosporin,penicillin beta-lactam"	"cefoxitin,cefazolin,ampicillin"
"ARO:3003670"	"PEDO-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3003676"	"AAC(6')-Ib'"	"ARO:0000016"	"ARO:0000013,ARO:0000052"	"aminoglycoside antibiotic"	"amikacin,tobramycin"
"ARO:3003677"	"AAC(6')-Iaj"	"ARO:0000016"	"ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379"	"aminoglycoside antibiotic"	"dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin"
"ARO:3003678"	"TriABC-OpmH"	"ARO:3005386"	"ARO:3000870"	"disinfecting agents and antiseptics"	"triclosan"
"ARO:3003679"	"TriA"	"ARO:3005386"	"ARO:3000870"	"disinfecting agents and antiseptics"	"triclosan"
"ARO:3003680"	"TriB"	"ARO:3005386"	"ARO:3000870"	"disinfecting agents and antiseptics"	"triclosan"
"ARO:3003681"	"TriC"	"ARO:3005386"	"ARO:3000870"	"disinfecting agents and antiseptics"	"triclosan"
"ARO:3003682"	"OpmH"	"ARO:3005386"	"ARO:3000870"	"disinfecting agents and antiseptics"	"triclosan"
"ARO:3003684"	"Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000036,ARO:0000071,ARO:3000663,ARO:3000666,ARO:3000762,ARO:3003690"	"fluoroquinolone antibiotic"	"ciprofloxacin,levofloxacin,ofloxacin,sparfloxacin,pefloxacin,sitafloxacin"
"ARO:3003685"	"Pseudomonas aeruginosa parE conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000036"	"fluoroquinolone antibiotic"	"ciprofloxacin"
"ARO:3003686"	"Pseudomonas aeruginosa oprD with mutation conferring resistance to imipenem"	"ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:3000170"	"monobactam,carbapenem,cephalosporin,penicillin beta-lactam"	"imipenem"
"ARO:3003688"	"PvrR"	"ARO:0000016,ARO:3000008,ARO:3000050"	"ARO:0000013,ARO:0000043,ARO:0000049,ARO:0000051,ARO:0000052,ARO:3004015,ARO:3007382"	"aminoglycoside antibiotic,penicillin beta-lactam,tetracycline antibiotic"	"amikacin,carbenicillin,kanamycin A,tetracycline,tobramycin,gentamicin A,gentamicin"
"ARO:3003689"	"MCR-1.1"	"ARO:3000053"	"ARO:3000622,ARO:3000624"	"peptide antibiotic"	"colistin A,colistin B"
"ARO:3003691"	"MexJK-OpmH"	"ARO:3005386"	"ARO:3000870"	"disinfecting agents and antiseptics"	"triclosan"
"ARO:3003692"	"MexJ"	"ARO:0000000,ARO:3000050"	"ARO:0000006,ARO:0000051"	"macrolide antibiotic,tetracycline antibiotic"	"erythromycin,tetracycline"
"ARO:3003693"	"MexK"	"ARO:0000000,ARO:3000050"	"ARO:0000006,ARO:0000051"	"macrolide antibiotic,tetracycline antibiotic"	"erythromycin,tetracycline"
"ARO:3003694"	"MexJK-OprM"	"ARO:0000000,ARO:3000050"	"ARO:0000006,ARO:0000051"	"macrolide antibiotic,tetracycline antibiotic"	"erythromycin,tetracycline"
"ARO:3003697"	"MexPQ-OpmE"	"ARO:0000000,ARO:0000020,ARO:3000050,ARO:3000171,ARO:3000387,ARO:3005386"	"ARO:0000006,ARO:0000045,ARO:0000051,ARO:3000170,ARO:3000188,ARO:3000385,ARO:3000456,ARO:3001227,ARO:3003701"	"macrolide antibiotic,carbapenem,tetracycline antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"erythromycin,acriflavine,tetracycline,imipenem,trimethoprim,chloramphenicol,thiamphenicol,kitasamycin,rokitamycin"
"ARO:3003698"	"mexP"	"ARO:0000000,ARO:0000020,ARO:3000050,ARO:3000171,ARO:3000387,ARO:3005386"	"ARO:0000006,ARO:0000045,ARO:0000051,ARO:3000170,ARO:3000188,ARO:3000385,ARO:3000456,ARO:3001227,ARO:3003701"	"macrolide antibiotic,carbapenem,tetracycline antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"erythromycin,acriflavine,tetracycline,imipenem,trimethoprim,chloramphenicol,thiamphenicol,kitasamycin,rokitamycin"
"ARO:3003699"	"mexQ"	"ARO:0000000,ARO:0000020,ARO:3000050,ARO:3000171,ARO:3000387,ARO:3005386"	"ARO:0000006,ARO:0000045,ARO:0000051,ARO:3000170,ARO:3000188,ARO:3000385,ARO:3000456,ARO:3001227,ARO:3003701"	"macrolide antibiotic,carbapenem,tetracycline antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"erythromycin,acriflavine,tetracycline,imipenem,trimethoprim,chloramphenicol,thiamphenicol,kitasamycin,rokitamycin"
"ARO:3003700"	"opmE"	"ARO:0000000,ARO:0000020,ARO:3000050,ARO:3000171,ARO:3000387,ARO:3005386"	"ARO:0000006,ARO:0000045,ARO:0000051,ARO:3000170,ARO:3000188,ARO:3000385,ARO:3000456,ARO:3001227,ARO:3003701"	"macrolide antibiotic,carbapenem,tetracycline antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"erythromycin,acriflavine,tetracycline,imipenem,trimethoprim,chloramphenicol,thiamphenicol,kitasamycin,rokitamycin"
"ARO:3003702"	"Pseudomonas aeruginosa gyrA and parC conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000036,ARO:3000663,ARO:3000762"	"fluoroquinolone antibiotic"	"ciprofloxacin,ofloxacin,pefloxacin"
"ARO:3003703"	"MexMN-OprM"	"ARO:3000387"	"ARO:3000385,ARO:3000456"	"phenicol antibiotic"	"chloramphenicol,thiamphenicol"
"ARO:3003704"	"mexM"	"ARO:3000387"	"ARO:3000385,ARO:3000456"	"phenicol antibiotic"	"chloramphenicol,thiamphenicol"
"ARO:3003705"	"mexN"	"ARO:3000387"	"ARO:3000385,ARO:3000456"	"phenicol antibiotic"	"chloramphenicol,thiamphenicol"
"ARO:3003709"	"MexZ"	"ARO:0000000,ARO:0000001,ARO:0000016,ARO:0000020,ARO:0000032,ARO:3000008,ARO:3000050,ARO:3000387,ARO:3005386"	"ARO:0000006,ARO:0000013,ARO:0000014,ARO:0000036,ARO:0000045,ARO:0000051,ARO:0000052,ARO:0000073,ARO:3000385,ARO:3000654,ARO:3000662,ARO:3000663,ARO:3007382"	"macrolide antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,carbapenem,cephalosporin,penicillin beta-lactam,tetracycline antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"erythromycin,amikacin,gentamicin C,ciprofloxacin,acriflavine,tetracycline,tobramycin,meropenem,chloramphenicol,arbekacin,norfloxacin,ofloxacin,gentamicin"
"ARO:3003712"	"VEB-16"	"ARO:0000004,ARO:0000032"	"ARO:"	"monobactam,cephalosporin"	""
"ARO:3003713"	"VCC-1"	"ARO:0000004,ARO:0000020,ARO:3000008"	"ARO:0000070,ARO:0000073,ARO:3000170,ARO:3000550,ARO:3000640"	"monobactam,carbapenem,penicillin beta-lactam"	"ertapenem,meropenem,imipenem,aztreonam,doripenem"
"ARO:3003714"	"PEDO-2"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3003715"	"PEDO-3"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3003716"	"CPS-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3003717"	"ESP-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3003718"	"MSI-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3003719"	"MSI-OXA"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3003720"	"SPG-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3003722"	"glycopeptide resistance gene cluster VanI"	"ARO:3000081"	"ARO:0000028,ARO:0000029"	"glycopeptide antibiotic"	"vancomycin,teicoplanin"
"ARO:3003723"	"vanI"	"ARO:3000081"	"ARO:0000028,ARO:0000029"	"glycopeptide antibiotic"	"vancomycin,teicoplanin"
"ARO:3003724"	"vanW gene in vanI cluster"	"ARO:3000081"	"ARO:0000028,ARO:0000029"	"glycopeptide antibiotic"	"vancomycin,teicoplanin"
"ARO:3003725"	"vanX gene in vanI cluster"	"ARO:3000081"	"ARO:0000028,ARO:0000029"	"glycopeptide antibiotic"	"vancomycin,teicoplanin"
"ARO:3003727"	"vanK gene in vanI cluster"	"ARO:3000081"	"ARO:0000028,ARO:0000029"	"glycopeptide antibiotic"	"vancomycin,teicoplanin"
"ARO:3003728"	"vanR gene in vanI cluster"	"ARO:3000081"	"ARO:0000028,ARO:0000029"	"glycopeptide antibiotic"	"vancomycin,teicoplanin"
"ARO:3003729"	"Staphylococcus aureus ileS with mutation conferring resistance to mupirocin"	"ARO:3007151"	"ARO:3000554"	"mupirocin-like antibiotic"	"mupirocin"
"ARO:3003730"	"Bifidobacterium bifidum ileS conferring resistance to mupirocin"	"ARO:3007151"	"ARO:3000554"	"mupirocin-like antibiotic"	"mupirocin"
"ARO:3003731"	"fusD"	"ARO:3007153"	"ARO:3000759"	"fusidane antibiotic"	"fusidic acid"
"ARO:3003733"	"fusC"	"ARO:3007153"	"ARO:3000759"	"fusidane antibiotic"	"fusidic acid"
"ARO:3003735"	"Staphylococcus aureus fusA with mutation conferring resistance to fusidic acid"	"ARO:3007153"	"ARO:3000759"	"fusidane antibiotic"	"fusidic acid"
"ARO:3003737"	"Staphylococcus aureus fusE with mutation conferring resistance to fusidic acid"	"ARO:3007153"	"ARO:3000759"	"fusidane antibiotic"	"fusidic acid"
"ARO:3003741"	"mphE"	"ARO:0000000"	"ARO:0000006"	"macrolide antibiotic"	"erythromycin"
"ARO:3003742"	"mphG"	"ARO:0000000"	"ARO:0000006,ARO:0000065,ARO:3000158"	"macrolide antibiotic"	"erythromycin,clarithromycin,azithromycin"
"ARO:3003744"	"vatF"	"ARO:0000026,ARO:0000034"	"ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674"	"streptogramin antibiotic,streptogramin A antibiotic"	"virginiamycin M1,madumycin II,griseoviridin,dalfopristin"
"ARO:3003745"	"mef(C)"	"ARO:0000000,ARO:3000050"	"ARO:3000668"	"macrolide antibiotic,tetracycline antibiotic"	"oxytetracycline"
"ARO:3003746"	"optrA"	"ARO:3000079,ARO:3000387"	"ARO:0000072,ARO:3000385,ARO:3000461,ARO:3003897"	"oxazolidinone antibiotic,phenicol antibiotic"	"linezolid,chloramphenicol,florfenicol,tedizolid"
"ARO:3003748"	"oleC"	"ARO:0000000"	"ARO:3000867"	"macrolide antibiotic"	"oleandomycin"
"ARO:3003749"	"salA"	"ARO:0000017,ARO:0000026,ARO:0000034,ARO:3000670"	"ARO:0000046,ARO:0000066,ARO:3000669,ARO:3000671,ARO:3001314"	"lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,pleuromutilin antibiotic"	"lincomycin,clindamycin,virginiamycin M1,tiamulin,retapamulin"
"ARO:3003751"	"Escherichia coli nfsA mutations conferring resistance to nitrofurantoin"	"ARO:3004116"	"ARO:0000075"	"nitrofuran antibiotic"	"nitrofurantoin"
"ARO:3003756"	"Escherichia coli nfsB with mutation conferring resistance to nitrofurantoin"	"ARO:3004116"	"ARO:0000075"	"nitrofuran antibiotic"	"nitrofurantoin"
"ARO:3003760"	"Enterococcus faecalis cls with mutation conferring resistance to daptomycin"	"ARO:3000053"	"ARO:0000068"	"peptide antibiotic"	"daptomycin"
"ARO:3003761"	"eatAv"	"ARO:3000670"	"ARO:3001317"	"pleuromutilin antibiotic"	"pleuromutilin"
"ARO:3003762"	"lnuE"	"ARO:0000017"	"ARO:0000046"	"lincosamide antibiotic"	"lincomycin"
"ARO:3003767"	"mphM"	"ARO:0000000"	"ARO:0000006"	"macrolide antibiotic"	"erythromycin"
"ARO:3003769"	"Staphylococcus aureus mprF"	"ARO:3000053"	"ARO:3000693"	"peptide antibiotic"	"defensin"
"ARO:3003770"	"Listeria monocytogenes mprF"	"ARO:3000053"	"ARO:3000693"	"peptide antibiotic"	"defensin"
"ARO:3003772"	"Brucella suis mprF"	"ARO:3000053"	"ARO:3000693"	"peptide antibiotic"	"defensin"
"ARO:3003773"	"Clostridium perfringens mprF"	"ARO:3000053"	"ARO:3000693"	"peptide antibiotic"	"defensin"
"ARO:3003774"	"Streptococcus agalactiae mprF"	"ARO:3000053"	"ARO:3000693"	"peptide antibiotic"	"defensin"
"ARO:3003775"	"Escherichia coli murA with mutation conferring resistance to fosfomycin"	"ARO:3007149"	"ARO:0000025"	"phosphonic acid antibiotic"	"fosfomycin"
"ARO:3003776"	"Staphylococcus aureus murA with mutation conferring resistance to fosfomycin"	"ARO:3007149"	"ARO:0000025"	"phosphonic acid antibiotic"	"fosfomycin"
"ARO:3003777"	"Borreliella burgdorferi murA with mutation conferring resistance to fosfomycin"	"ARO:3007149"	"ARO:0000025"	"phosphonic acid antibiotic"	"fosfomycin"
"ARO:3003778"	"Mycolicibacterium smegmatis ndh with mutation conferring resistance to isoniazid"	"ARO:3007152"	"ARO:3000520"	"isoniazid-like antibiotic"	"isoniazid"
"ARO:3003779"	"Mycobacterium tuberculosis variant bovis ndh with mutation conferring resistance to isoniazid"	"ARO:3007152"	"ARO:3000520"	"isoniazid-like antibiotic"	"isoniazid"
"ARO:3003784"	"Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin"	"ARO:3007149"	"ARO:0000025"	"phosphonic acid antibiotic"	"fosfomycin"
"ARO:3003785"	"Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin"	"ARO:3007149"	"ARO:0000025"	"phosphonic acid antibiotic"	"fosfomycin"
"ARO:3003788"	"Bacillus subtilis pgsA with mutation conferring resistance to daptomycin"	"ARO:3000053"	"ARO:0000068"	"peptide antibiotic"	"daptomycin"
"ARO:3003789"	"Campylobacter jejuni gyrA conferring resistance to fluoroquinolones"	"ARO:0000001"	"ARO:0000036"	"fluoroquinolone antibiotic"	"ciprofloxacin"
"ARO:3003790"	"Enterococcus faecium liaF mutant conferring daptomycin resistance"	"ARO:3000053"	"ARO:0000068"	"peptide antibiotic"	"daptomycin"
"ARO:3003791"	"Enterococcus faecalis liaS mutant conferring daptomycin resistance"	"ARO:3000053"	"ARO:0000068"	"peptide antibiotic"	"daptomycin"
"ARO:3003792"	"Enterococcus faecalis liaR mutant conferring daptomycin resistance"	"ARO:3000053"	"ARO:0000068"	"peptide antibiotic"	"daptomycin"
"ARO:3003793"	"SPM-1"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3003794"	"Staphylococcus aureus walK with mutation conferring resistance to daptomycin"	"ARO:3000053"	"ARO:0000068"	"peptide antibiotic"	"daptomycin"
"ARO:3003796"	"Acinetobacter baumannii ampC beta-lactamase"	"ARO:0000032,ARO:3000008"	"ARO:0000059,ARO:0000078"	"cephalosporin,penicillin beta-lactam"	"cefepime,piperacillin"
"ARO:3003797"	"Enterococcus faecalis YybT with mutation conferring daptomycin resistance"	"ARO:3000053"	"ARO:0000068"	"peptide antibiotic"	"daptomycin"
"ARO:3003800"	"Enterococcus faecalis gdpD with mutation conferring daptomycin resistance"	"ARO:3000053"	"ARO:0000068"	"peptide antibiotic"	"daptomycin"
